1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
1816, jungle, regions_unexplored:tropics, CREATURE, betteranimalsplus:boar, 9, 1, 4
1817, jungle, regions_unexplored:tropics, AMBIENT, minecraft:bat, 10, 8, 8
1818, jungle, regions_unexplored:tropics, AMBIENT, mythicmounts:firebird, 5, 1, 1
1819, jungle, regions_unexplored:tropics, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
1820, jungle, regions_unexplored:tropics, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1821, jungle, regions_unexplored:tropics, WATER_CREATURE, minecraft:squid, 5, 1, 4
1822, jungle, regions_unexplored:tropics, WATER_AMBIENT, minecraft:tropical_fish, 5, 1, 5
1823, jungle, regions_unexplored:tropics, WATER_AMBIENT, betteranimalsplus:piranha, 7, 1, 5
1824, forest, regions_unexplored:smouldering_woodland, MONSTER, minecraft:creeper, 80, 4, 4
1825, forest, regions_unexplored:smouldering_woodland, MONSTER, minecraft:husk, 80, 4, 4
1826, forest, regions_unexplored:smouldering_woodland, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1827, forest, regions_unexplored:smouldering_woodland, MONSTER, direbats:direbat, 36, 1, 3
1828, forest, regions_unexplored:smouldering_woodland, MONSTER, mythicmounts:dragon, 80, 1, 1
1829, forest, regions_unexplored:smouldering_woodland, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1830, forest, regions_unexplored:smouldering_woodland, MONSTER, graveyard:ghoul, 25, 2, 5
1831, forest, regions_unexplored:smouldering_woodland, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1832, forest, regions_unexplored:smouldering_woodland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1833, forest, regions_unexplored:smouldering_woodland, MONSTER, whisperwoods:hidebehind, 8, 1, 1
1834, forest, regions_unexplored:smouldering_woodland, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1835, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1836, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:squirrel, 8, 1, 3
1837, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1838, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:badger, 7, 1, 2
1839, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:turkey, 11, 1, 3
1840, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:brownbear, 7, 1, 1
1841, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:blackbear, 6, 1, 1
1842, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:deer, 16, 1, 4
1843, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:feralwolf, 7, 1, 6
1844, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:boar, 9, 1, 4
1845, forest, regions_unexplored:smouldering_woodland, CREATURE, whisperwoods:wisp, 13, 1, 3
1846, forest, regions_unexplored:smouldering_woodland, CREATURE, whisperwoods:hirschgeist, 5, 1, 1
1847, forest, regions_unexplored:smouldering_woodland, AMBIENT, minecraft:bat, 10, 8, 8
1848, forest, regions_unexplored:smouldering_woodland, AMBIENT, mythicmounts:firebird, 5, 1, 1
1849, forest, regions_unexplored:smouldering_woodland, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
1850, forest, regions_unexplored:smouldering_woodland, AMBIENT, whisperwoods:moth, 10, 1, 3
1851, forest, regions_unexplored:smouldering_woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1852, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:spider, 80, 4, 4
1853, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:zombie, 80, 4, 4
1854, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
1855, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1856, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:creeper, 80, 4, 4
1857, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:slime, 80, 4, 4
1858, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:enderman, 10, 1, 4
1859, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:witch, 5, 1, 1
1860, beach, regions_unexplored:grassy_beach, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1861, beach, regions_unexplored:grassy_beach, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1862, beach, regions_unexplored:grassy_beach, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1863, beach, regions_unexplored:grassy_beach, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1864, beach, regions_unexplored:grassy_beach, MONSTER, mythicmounts:dragon, 80, 1, 1
1865, beach, regions_unexplored:grassy_beach, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1866, beach, regions_unexplored:grassy_beach, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1867, beach, regions_unexplored:grassy_beach, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1868, beach, regions_unexplored:grassy_beach, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1869, beach, regions_unexplored:grassy_beach, CREATURE, betteranimalsplus:crab, 10, 1, 3
1870, beach, regions_unexplored:grassy_beach, CREATURE, betteranimalsplus:horseshoecrab, 8, 1, 3
1871, beach, regions_unexplored:grassy_beach, AMBIENT, minecraft:bat, 10, 8, 8
1872, beach, regions_unexplored:grassy_beach, AMBIENT, mythicmounts:firebird, 5, 1, 1
1873, beach, regions_unexplored:grassy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1874, private, regions_unexplored:dry_bushland, MONSTER, minecraft:spider, 80, 4, 4
1875, private, regions_unexplored:dry_bushland, MONSTER, minecraft:zombie, 19, 4, 4
1876, private, regions_unexplored:dry_bushland, MONSTER, minecraft:zombie_villager, 5, 1, 1
1877, private, regions_unexplored:dry_bushland, MONSTER, minecraft:skeleton, 80, 4, 4
1878, private, regions_unexplored:dry_bushland, MONSTER, minecraft:creeper, 80, 4, 4
1879, private, regions_unexplored:dry_bushland, MONSTER, minecraft:slime, 80, 4, 4
1880, private, regions_unexplored:dry_bushland, MONSTER, minecraft:enderman, 10, 1, 4
1881, private, regions_unexplored:dry_bushland, MONSTER, minecraft:witch, 5, 1, 1
1882, private, regions_unexplored:dry_bushland, MONSTER, minecraft:husk, 80, 4, 4
1883, private, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1884, private, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1885, private, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1886, private, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1887, private, regions_unexplored:dry_bushland, MONSTER, mythicmounts:dragon, 80, 1, 1
1888, private, regions_unexplored:dry_bushland, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1889, private, regions_unexplored:dry_bushland, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1890, private, regions_unexplored:dry_bushland, MONSTER, graveyard:nightmare, 10, 1, 1
1891, private, regions_unexplored:dry_bushland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1892, private, regions_unexplored:dry_bushland, CREATURE, minecraft:rabbit, 5, 2, 3
1893, private, regions_unexplored:dry_bushland, CREATURE, minecraft:sheep, 12, 4, 4
1894, private, regions_unexplored:dry_bushland, CREATURE, minecraft:pig, 10, 4, 4
1895, private, regions_unexplored:dry_bushland, CREATURE, minecraft:chicken, 10, 4, 4
1896, private, regions_unexplored:dry_bushland, CREATURE, minecraft:cow, 8, 4, 4
1897, private, regions_unexplored:dry_bushland, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1898, private, regions_unexplored:dry_bushland, CREATURE, betteranimalsplus:badger, 7, 1, 2
1899, private, regions_unexplored:dry_bushland, CREATURE, betteranimalsplus:boar, 9, 1, 4
1900, private, regions_unexplored:dry_bushland, AMBIENT, minecraft:bat, 10, 8, 8
1901, private, regions_unexplored:dry_bushland, AMBIENT, mythicmounts:firebird, 5, 1, 1
1902, private, regions_unexplored:dry_bushland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1903, forest, regions_unexplored:orchard, MONSTER, minecraft:spider, 80, 4, 4
1904, forest, regions_unexplored:orchard, MONSTER, minecraft:zombie, 80, 4, 4
1905, forest, regions_unexplored:orchard, MONSTER, minecraft:zombie_villager, 5, 1, 1
1906, forest, regions_unexplored:orchard, MONSTER, minecraft:skeleton, 80, 4, 4
1907, forest, regions_unexplored:orchard, MONSTER, minecraft:creeper, 80, 4, 4
1908, forest, regions_unexplored:orchard, MONSTER, minecraft:slime, 80, 4, 4
1909, forest, regions_unexplored:orchard, MONSTER, minecraft:enderman, 10, 1, 4
1910, forest, regions_unexplored:orchard, MONSTER, minecraft:witch, 5, 1, 1
1911, forest, regions_unexplored:orchard, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1912, forest, regions_unexplored:orchard, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1913, forest, regions_unexplored:orchard, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1914, forest, regions_unexplored:orchard, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1915, forest, regions_unexplored:orchard, MONSTER, direbats:direbat, 36, 1, 3
1916, forest, regions_unexplored:orchard, MONSTER, mythicmounts:dragon, 80, 1, 1
1917, forest, regions_unexplored:orchard, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1918, forest, regions_unexplored:orchard, MONSTER, graveyard:ghoul, 25, 2, 5
1919, forest, regions_unexplored:orchard, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1920, forest, regions_unexplored:orchard, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1921, forest, regions_unexplored:orchard, MONSTER, whisperwoods:hidebehind, 8, 1, 1
1922, forest, regions_unexplored:orchard, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1923, forest, regions_unexplored:orchard, CREATURE, minecraft:rabbit, 8, 4, 4
1924, forest, regions_unexplored:orchard, CREATURE, minecraft:sheep, 12, 4, 4
1925, forest, regions_unexplored:orchard, CREATURE, minecraft:pig, 10, 4, 4
1926, forest, regions_unexplored:orchard, CREATURE, minecraft:chicken, 10, 4, 4
1927, forest, regions_unexplored:orchard, CREATURE, minecraft:cow, 8, 4, 4
1928, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1929, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:squirrel, 8, 1, 3
1930, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1931, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:badger, 7, 1, 2
1932, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:turkey, 11, 1, 3
1933, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:brownbear, 7, 1, 1
1934, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:blackbear, 6, 1, 1
1935, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:deer, 16, 1, 4
1936, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:feralwolf, 7, 1, 6
1937, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:boar, 9, 1, 4
1938, forest, regions_unexplored:orchard, CREATURE, whisperwoods:wisp, 13, 1, 3
1939, forest, regions_unexplored:orchard, CREATURE, whisperwoods:hirschgeist, 5, 1, 1
1940, forest, regions_unexplored:orchard, AMBIENT, minecraft:bat, 10, 8, 8
1941, forest, regions_unexplored:orchard, AMBIENT, mythicmounts:firebird, 5, 1, 1
1942, forest, regions_unexplored:orchard, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
1943, forest, regions_unexplored:orchard, AMBIENT, whisperwoods:moth, 10, 1, 3
1944, forest, regions_unexplored:orchard, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1945, private, regions_unexplored:spires, MONSTER, minecraft:spider, 80, 4, 4
1946, private, regions_unexplored:spires, MONSTER, minecraft:zombie, 80, 4, 4
1947, private, regions_unexplored:spires, MONSTER, minecraft:zombie_villager, 5, 1, 1
1948, private, regions_unexplored:spires, MONSTER, minecraft:skeleton, 80, 4, 4
1949, private, regions_unexplored:spires, MONSTER, minecraft:creeper, 80, 4, 4
1950, private, regions_unexplored:spires, MONSTER, minecraft:slime, 80, 4, 4
1951, private, regions_unexplored:spires, MONSTER, minecraft:enderman, 10, 1, 4
1952, private, regions_unexplored:spires, MONSTER, minecraft:witch, 5, 1, 1
1953, private, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1954, private, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1955, private, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1956, private, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1957, private, regions_unexplored:spires, MONSTER, mythicmounts:dragon, 80, 1, 1
1958, private, regions_unexplored:spires, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1959, private, regions_unexplored:spires, MONSTER, graveyard:ghoul, 25, 2, 5
1960, private, regions_unexplored:spires, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1961, private, regions_unexplored:spires, MONSTER, graveyard:revenant, 25, 5, 8
1962, private, regions_unexplored:spires, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1963, private, regions_unexplored:spires, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1964, private, regions_unexplored:spires, CREATURE, minecraft:polar_bear, 8, 4, 4
1965, private, regions_unexplored:spires, CREATURE, minecraft:wolf, 8, 4, 4
1966, private, regions_unexplored:spires, AMBIENT, minecraft:bat, 10, 8, 8
1967, private, regions_unexplored:spires, AMBIENT, mythicmounts:firebird, 5, 1, 1
1968, private, regions_unexplored:spires, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1969, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:spider, 80, 4, 4
1970, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:zombie, 80, 4, 4
1971, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:zombie_villager, 5, 1, 1
1972, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:skeleton, 80, 4, 4
1973, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:creeper, 80, 4, 4
1974, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:slime, 80, 4, 4
1975, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:enderman, 10, 1, 4
1976, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:witch, 5, 1, 1
1977, icy, regions_unexplored:frozen_tundra, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1978, icy, regions_unexplored:frozen_tundra, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1979, icy, regions_unexplored:frozen_tundra, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1980, icy, regions_unexplored:frozen_tundra, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1981, icy, regions_unexplored:frozen_tundra, MONSTER, mythicmounts:dragon, 80, 1, 1
1982, icy, regions_unexplored:frozen_tundra, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1983, icy, regions_unexplored:frozen_tundra, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1984, icy, regions_unexplored:frozen_tundra, MONSTER, graveyard:nightmare, 10, 1, 1
1985, icy, regions_unexplored:frozen_tundra, MONSTER, graveyard:revenant, 25, 5, 8
1986, icy, regions_unexplored:frozen_tundra, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1987, icy, regions_unexplored:frozen_tundra, CREATURE, minecraft:polar_bear, 8, 4, 4
1988, icy, regions_unexplored:frozen_tundra, CREATURE, minecraft:wolf, 8, 4, 4
1989, icy, regions_unexplored:frozen_tundra, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1990, icy, regions_unexplored:frozen_tundra, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1991, icy, regions_unexplored:frozen_tundra, CREATURE, betteranimalsplus:badger, 7, 1, 2
1992, icy, regions_unexplored:frozen_tundra, CREATURE, betteranimalsplus:coyote, 5, 1, 6
1993, icy, regions_unexplored:frozen_tundra, CREATURE, betteranimalsplus:boar, 9, 1, 4
1994, icy, regions_unexplored:frozen_tundra, AMBIENT, minecraft:bat, 10, 8, 8
1995, icy, regions_unexplored:frozen_tundra, AMBIENT, mythicmounts:firebird, 5, 1, 1
1996, icy, regions_unexplored:frozen_tundra, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1997, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:spider, 80, 4, 4
1998, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:zombie, 80, 4, 4
1999, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
2000, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2001, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:creeper, 80, 4, 4
2002, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:slime, 80, 4, 4
2003, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:enderman, 10, 1, 4
2004, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:witch, 5, 1, 1
2005, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
2006, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
2007, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
2008, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
2009, jungle, regions_unexplored:bamboo_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
2010, jungle, regions_unexplored:bamboo_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
2011, jungle, regions_unexplored:bamboo_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
2012, jungle, regions_unexplored:bamboo_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2013, jungle, regions_unexplored:bamboo_forest, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
2014, jungle, regions_unexplored:bamboo_forest, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
2015, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:sheep, 12, 4, 4
2016, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:pig, 10, 4, 4
2017, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:chicken, 10, 4, 4
2018, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:cow, 8, 4, 4
2019, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:chicken, 10, 4, 4
2020, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:panda, 80, 1, 2
2021, jungle, regions_unexplored:bamboo_forest, CREATURE, betteranimalsplus:boar, 9, 1, 4
2022, jungle, regions_unexplored:bamboo_forest, AMBIENT, minecraft:bat, 10, 8, 8
2023, jungle, regions_unexplored:bamboo_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
2024, jungle, regions_unexplored:bamboo_forest, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
2025, jungle, regions_unexplored:bamboo_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2026, jungle, regions_unexplored:bamboo_forest, WATER_AMBIENT, betteranimalsplus:piranha, 7, 1, 5
2027, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:spider, 80, 4, 4
2028, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:zombie, 80, 4, 4
2029, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
2030, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
2031, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:creeper, 80, 4, 4
2032, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:slime, 80, 4, 4
2033, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:enderman, 10, 1, 4
2034, private, regions_unexplored:baobab_savanna, MONSTER, minecraft:witch, 5, 1, 1
2035, private, regions_unexplored:baobab_savanna, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
2036, private, regions_unexplored:baobab_savanna, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
2037, private, regions_unexplored:baobab_savanna, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
2038, private, regions_unexplored:baobab_savanna, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
2039, private, regions_unexplored:baobab_savanna, MONSTER, mythicmounts:dragon, 80, 1, 1
2040, private, regions_unexplored:baobab_savanna, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
2041, private, regions_unexplored:baobab_savanna, MONSTER, uselessreptile:moleclaw, 80, 1, 1
2042, private, regions_unexplored:baobab_savanna, MONSTER, graveyard:nightmare, 10, 1, 1
2043, private, regions_unexplored:baobab_savanna, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2044, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:sheep, 12, 4, 4
2045, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:pig, 10, 4, 4
2046, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:chicken, 10, 4, 4
2047, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:cow, 8, 4, 4
2048, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:horse, 5, 2, 6
2049, private, regions_unexplored:baobab_savanna, CREATURE, minecraft:donkey, 5, 1, 3
2050, private, regions_unexplored:baobab_savanna, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
2051, private, regions_unexplored:baobab_savanna, CREATURE, betteranimalsplus:badger, 7, 1, 2
2052, private, regions_unexplored:baobab_savanna, CREATURE, betteranimalsplus:boar, 9, 1, 4
2053, private, regions_unexplored:baobab_savanna, AMBIENT, minecraft:bat, 10, 8, 8
2054, private, regions_unexplored:baobab_savanna, AMBIENT, mythicmounts:firebird, 5, 1, 1
2055, private, regions_unexplored:baobab_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2056, private, regions_unexplored:lupine_plains, MONSTER, minecraft:spider, 80, 4, 4
2057, private, regions_unexplored:lupine_plains, MONSTER, minecraft:zombie, 80, 4, 4
2058, private, regions_unexplored:lupine_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
2059, private, regions_unexplored:lupine_plains, MONSTER, minecraft:skeleton, 80, 4, 4
2060, private, regions_unexplored:lupine_plains, MONSTER, minecraft:creeper, 80, 4, 4
2061, private, regions_unexplored:lupine_plains, MONSTER, minecraft:slime, 80, 4, 4
2062, private, regions_unexplored:lupine_plains, MONSTER, minecraft:enderman, 10, 1, 4
2063, private, regions_unexplored:lupine_plains, MONSTER, minecraft:witch, 5, 1, 1
2064, private, regions_unexplored:lupine_plains, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
2065, private, regions_unexplored:lupine_plains, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
2066, private, regions_unexplored:lupine_plains, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
2067, private, regions_unexplored:lupine_plains, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
2068, private, regions_unexplored:lupine_plains, MONSTER, mythicmounts:dragon, 80, 1, 1
2069, private, regions_unexplored:lupine_plains, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
2070, private, regions_unexplored:lupine_plains, MONSTER, uselessreptile:moleclaw, 80, 1, 1
2071, private, regions_unexplored:lupine_plains, MONSTER, graveyard:nightmare, 10, 1, 1
2072, private, regions_unexplored:lupine_plains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2073, private, regions_unexplored:lupine_plains, CREATURE, minecraft:sheep, 12, 4, 4
2074, private, regions_unexplored:lupine_plains, CREATURE, minecraft:pig, 10, 4, 4
2075, private, regions_unexplored:lupine_plains, CREATURE, minecraft:chicken, 10, 4, 4
2076, private, regions_unexplored:lupine_plains, CREATURE, minecraft:cow, 8, 4, 4
2077, private, regions_unexplored:lupine_plains, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
2078, private, regions_unexplored:lupine_plains, CREATURE, betteranimalsplus:songbird, 11, 1, 4
2079, private, regions_unexplored:lupine_plains, CREATURE, betteranimalsplus:badger, 7, 1, 2
2080, private, regions_unexplored:lupine_plains, CREATURE, betteranimalsplus:coyote, 5, 1, 6
2081, private, regions_unexplored:lupine_plains, CREATURE, betteranimalsplus:boar, 9, 1, 4
2082, private, regions_unexplored:lupine_plains, AMBIENT, minecraft:bat, 10, 8, 8
2083, private, regions_unexplored:lupine_plains, AMBIENT, mythicmounts:firebird, 5, 1, 1
2084, private, regions_unexplored:lupine_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2085, private, regions_unexplored:lush_hills, MONSTER, minecraft:spider, 80, 4, 4
2086, private, regions_unexplored:lush_hills, MONSTER, minecraft:zombie, 80, 4, 4
2087, private, regions_unexplored:lush_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
2088, private, regions_unexplored:lush_hills, MONSTER, minecraft:skeleton, 80, 4, 4
2089, private, regions_unexplored:lush_hills, MONSTER, minecraft:creeper, 80, 4, 4
2090, private, regions_unexplored:lush_hills, MONSTER, minecraft:slime, 80, 4, 4
2091, private, regions_unexplored:lush_hills, MONSTER, minecraft:enderman, 10, 1, 4
2092, private, regions_unexplored:lush_hills, MONSTER, minecraft:witch, 5, 1, 1
2093, private, regions_unexplored:lush_hills, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
2094, private, regions_unexplored:lush_hills, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
2095, private, regions_unexplored:lush_hills, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
2096, private, regions_unexplored:lush_hills, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
2097, private, regions_unexplored:lush_hills, MONSTER, mythicmounts:dragon, 80, 1, 1
2098, private, regions_unexplored:lush_hills, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
2099, private, regions_unexplored:lush_hills, MONSTER, uselessreptile:moleclaw, 80, 1, 1
2100, private, regions_unexplored:lush_hills, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2101, private, regions_unexplored:lush_hills, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
2102, private, regions_unexplored:lush_hills, CREATURE, minecraft:sheep, 12, 4, 4
2103, private, regions_unexplored:lush_hills, CREATURE, minecraft:pig, 10, 4, 4
2104, private, regions_unexplored:lush_hills, CREATURE, minecraft:chicken, 10, 4, 4
2105, private, regions_unexplored:lush_hills, CREATURE, minecraft:cow, 8, 4, 4
2106, private, regions_unexplored:lush_hills, CREATURE, minecraft:llama, 5, 4, 6
2107, private, regions_unexplored:lush_hills, CREATURE, betteranimalsplus:lammergeier, 7, 1, 2
2108, private, regions_unexplored:lush_hills, AMBIENT, minecraft:bat, 10, 8, 8
2109, private, regions_unexplored:lush_hills, AMBIENT, mythicmounts:firebird, 5, 1, 1
