1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
1744, private, regions_unexplored:scorching_caves, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1745, private, regions_unexplored:scorching_caves, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1746, private, regions_unexplored:scorching_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1747, private, regions_unexplored:scorching_caves, AMBIENT, mythicmounts:firebird, 5, 1, 1
1748, private, regions_unexplored:prismachasm, MONSTER, minecraft:spider, 80, 4, 4
1749, private, regions_unexplored:prismachasm, MONSTER, minecraft:zombie, 80, 4, 4
1750, private, regions_unexplored:prismachasm, MONSTER, minecraft:zombie_villager, 5, 1, 1
1751, private, regions_unexplored:prismachasm, MONSTER, minecraft:skeleton, 80, 4, 4
1752, private, regions_unexplored:prismachasm, MONSTER, minecraft:creeper, 80, 4, 4
1753, private, regions_unexplored:prismachasm, MONSTER, minecraft:slime, 80, 4, 4
1754, private, regions_unexplored:prismachasm, MONSTER, minecraft:enderman, 10, 1, 4
1755, private, regions_unexplored:prismachasm, MONSTER, minecraft:witch, 5, 1, 1
1756, private, regions_unexplored:prismachasm, MONSTER, mutantmonsters:mutant_creeper, 80, 1, 1
1757, private, regions_unexplored:prismachasm, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1758, private, regions_unexplored:prismachasm, MONSTER, mutantmonsters:mutant_skeleton, 80, 1, 1
1759, private, regions_unexplored:prismachasm, MONSTER, mutantmonsters:mutant_zombie, 80, 1, 1
1760, private, regions_unexplored:prismachasm, MONSTER, mythicmounts:dragon, 80, 1, 1
1761, private, regions_unexplored:prismachasm, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1762, private, regions_unexplored:prismachasm, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1763, private, regions_unexplored:prismachasm, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1764, private, regions_unexplored:prismachasm, AMBIENT, minecraft:bat, 10, 8, 8
1765, private, regions_unexplored:prismachasm, AMBIENT, mythicmounts:firebird, 5, 1, 1
1766, private, regions_unexplored:prismachasm, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1767, private, regions_unexplored:redstone_caves, MONSTER, minecraft:spider, 80, 4, 4
1768, private, regions_unexplored:redstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
1769, private, regions_unexplored:redstone_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
1770, private, regions_unexplored:redstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1771, private, regions_unexplored:redstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
1772, private, regions_unexplored:redstone_caves, MONSTER, minecraft:slime, 80, 4, 4
1773, private, regions_unexplored:redstone_caves, MONSTER, minecraft:enderman, 10, 1, 4
1774, private, regions_unexplored:redstone_caves, MONSTER, minecraft:witch, 5, 1, 1
1775, private, regions_unexplored:redstone_caves, MONSTER, mutantmonsters:mutant_creeper, 80, 1, 1
1776, private, regions_unexplored:redstone_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1777, private, regions_unexplored:redstone_caves, MONSTER, mutantmonsters:mutant_skeleton, 80, 1, 1
1778, private, regions_unexplored:redstone_caves, MONSTER, mutantmonsters:mutant_zombie, 80, 1, 1
1779, private, regions_unexplored:redstone_caves, MONSTER, mythicmounts:dragon, 80, 1, 1
1780, private, regions_unexplored:redstone_caves, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1781, private, regions_unexplored:redstone_caves, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1782, private, regions_unexplored:redstone_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1783, private, regions_unexplored:redstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
1784, private, regions_unexplored:redstone_caves, AMBIENT, mythicmounts:firebird, 5, 1, 1
1785, private, regions_unexplored:redstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1786, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:spider, 80, 4, 4
1787, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:zombie, 80, 4, 4
1788, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
1789, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1790, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:creeper, 80, 4, 4
1791, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:slime, 80, 4, 4
1792, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:enderman, 10, 1, 4
1793, private, regions_unexplored:bioshroom_caves, MONSTER, minecraft:witch, 5, 1, 1
1794, private, regions_unexplored:bioshroom_caves, MONSTER, mutantmonsters:mutant_creeper, 80, 1, 1
1795, private, regions_unexplored:bioshroom_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1796, private, regions_unexplored:bioshroom_caves, MONSTER, mutantmonsters:mutant_skeleton, 80, 1, 1
1797, private, regions_unexplored:bioshroom_caves, MONSTER, mutantmonsters:mutant_zombie, 80, 1, 1
1798, private, regions_unexplored:bioshroom_caves, MONSTER, mythicmounts:dragon, 80, 1, 1
1799, private, regions_unexplored:bioshroom_caves, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1800, private, regions_unexplored:bioshroom_caves, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1801, private, regions_unexplored:bioshroom_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1802, private, regions_unexplored:bioshroom_caves, AMBIENT, minecraft:bat, 10, 8, 8
1803, private, regions_unexplored:bioshroom_caves, AMBIENT, mythicmounts:firebird, 5, 1, 1
1804, private, regions_unexplored:bioshroom_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
1805, private, regions_unexplored:bioshroom_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1806, private, regions_unexplored:bioshroom_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1807, jungle, regions_unexplored:tropics, MONSTER, minecraft:spider, 80, 4, 4
1808, jungle, regions_unexplored:tropics, MONSTER, minecraft:zombie, 80, 4, 4
1809, jungle, regions_unexplored:tropics, MONSTER, minecraft:zombie_villager, 5, 1, 1
1810, jungle, regions_unexplored:tropics, MONSTER, minecraft:skeleton, 80, 4, 4
1811, jungle, regions_unexplored:tropics, MONSTER, minecraft:creeper, 80, 4, 4
1812, jungle, regions_unexplored:tropics, MONSTER, minecraft:slime, 80, 4, 4
1813, jungle, regions_unexplored:tropics, MONSTER, minecraft:enderman, 10, 1, 4
1814, jungle, regions_unexplored:tropics, MONSTER, minecraft:witch, 5, 1, 1
1815, jungle, regions_unexplored:tropics, MONSTER, minecraft:ocelot, 5, 1, 3
1816, jungle, regions_unexplored:tropics, MONSTER, mutantmonsters:mutant_creeper, 80, 1, 1
1817, jungle, regions_unexplored:tropics, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1818, jungle, regions_unexplored:tropics, MONSTER, mutantmonsters:mutant_skeleton, 80, 1, 1
1819, jungle, regions_unexplored:tropics, MONSTER, mutantmonsters:mutant_zombie, 80, 1, 1
1820, jungle, regions_unexplored:tropics, MONSTER, mythicmounts:dragon, 80, 1, 1
1821, jungle, regions_unexplored:tropics, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1822, jungle, regions_unexplored:tropics, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1823, jungle, regions_unexplored:tropics, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1824, jungle, regions_unexplored:tropics, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
1825, jungle, regions_unexplored:tropics, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1826, jungle, regions_unexplored:tropics, CREATURE, minecraft:sheep, 12, 4, 4
1827, jungle, regions_unexplored:tropics, CREATURE, minecraft:pig, 10, 4, 4
1828, jungle, regions_unexplored:tropics, CREATURE, minecraft:chicken, 10, 4, 4
1829, jungle, regions_unexplored:tropics, CREATURE, minecraft:cow, 8, 4, 4
1830, jungle, regions_unexplored:tropics, CREATURE, minecraft:chicken, 10, 4, 4
1831, jungle, regions_unexplored:tropics, CREATURE, minecraft:parrot, 40, 1, 2
1832, jungle, regions_unexplored:tropics, CREATURE, betteranimalsplus:boar, 9, 1, 4
1833, jungle, regions_unexplored:tropics, AMBIENT, minecraft:bat, 10, 8, 8
1834, jungle, regions_unexplored:tropics, AMBIENT, mythicmounts:firebird, 5, 1, 1
1835, jungle, regions_unexplored:tropics, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
1836, jungle, regions_unexplored:tropics, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1837, jungle, regions_unexplored:tropics, WATER_CREATURE, minecraft:squid, 5, 1, 4
1838, jungle, regions_unexplored:tropics, WATER_AMBIENT, minecraft:tropical_fish, 5, 1, 5
1839, jungle, regions_unexplored:tropics, WATER_AMBIENT, betteranimalsplus:piranha, 7, 1, 5
1840, forest, regions_unexplored:smouldering_woodland, MONSTER, minecraft:creeper, 80, 4, 4
1841, forest, regions_unexplored:smouldering_woodland, MONSTER, minecraft:husk, 80, 4, 4
1842, forest, regions_unexplored:smouldering_woodland, MONSTER, mutantmonsters:mutant_creeper, 80, 1, 1
1843, forest, regions_unexplored:smouldering_woodland, MONSTER, direbats:direbat, 36, 1, 3
1844, forest, regions_unexplored:smouldering_woodland, MONSTER, mythicmounts:dragon, 80, 1, 1
1845, forest, regions_unexplored:smouldering_woodland, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1846, forest, regions_unexplored:smouldering_woodland, MONSTER, graveyard:ghoul, 25, 2, 5
1847, forest, regions_unexplored:smouldering_woodland, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1848, forest, regions_unexplored:smouldering_woodland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1849, forest, regions_unexplored:smouldering_woodland, MONSTER, whisperwoods:hidebehind, 8, 1, 1
1850, forest, regions_unexplored:smouldering_woodland, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1851, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1852, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:squirrel, 8, 1, 3
1853, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1854, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:badger, 7, 1, 2
1855, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:turkey, 11, 1, 3
1856, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:brownbear, 7, 1, 1
1857, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:blackbear, 6, 1, 1
1858, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:deer, 16, 1, 4
1859, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:feralwolf, 7, 1, 6
1860, forest, regions_unexplored:smouldering_woodland, CREATURE, betteranimalsplus:boar, 9, 1, 4
1861, forest, regions_unexplored:smouldering_woodland, CREATURE, whisperwoods:wisp, 13, 1, 3
1862, forest, regions_unexplored:smouldering_woodland, CREATURE, whisperwoods:hirschgeist, 5, 1, 1
1863, forest, regions_unexplored:smouldering_woodland, AMBIENT, minecraft:bat, 10, 8, 8
1864, forest, regions_unexplored:smouldering_woodland, AMBIENT, mythicmounts:firebird, 5, 1, 1
1865, forest, regions_unexplored:smouldering_woodland, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
1866, forest, regions_unexplored:smouldering_woodland, AMBIENT, whisperwoods:moth, 10, 1, 3
1867, forest, regions_unexplored:smouldering_woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1868, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:spider, 80, 4, 4
1869, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:zombie, 80, 4, 4
1870, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
1871, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1872, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:creeper, 80, 4, 4
1873, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:slime, 80, 4, 4
1874, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:enderman, 10, 1, 4
1875, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:witch, 5, 1, 1
1876, beach, regions_unexplored:grassy_beach, MONSTER, mutantmonsters:mutant_creeper, 80, 1, 1
1877, beach, regions_unexplored:grassy_beach, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1878, beach, regions_unexplored:grassy_beach, MONSTER, mutantmonsters:mutant_skeleton, 80, 1, 1
1879, beach, regions_unexplored:grassy_beach, MONSTER, mutantmonsters:mutant_zombie, 80, 1, 1
1880, beach, regions_unexplored:grassy_beach, MONSTER, mythicmounts:dragon, 80, 1, 1
1881, beach, regions_unexplored:grassy_beach, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1882, beach, regions_unexplored:grassy_beach, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1883, beach, regions_unexplored:grassy_beach, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1884, beach, regions_unexplored:grassy_beach, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1885, beach, regions_unexplored:grassy_beach, CREATURE, betteranimalsplus:crab, 10, 1, 3
1886, beach, regions_unexplored:grassy_beach, CREATURE, betteranimalsplus:horseshoecrab, 8, 1, 3
1887, beach, regions_unexplored:grassy_beach, AMBIENT, minecraft:bat, 10, 8, 8
1888, beach, regions_unexplored:grassy_beach, AMBIENT, mythicmounts:firebird, 5, 1, 1
1889, beach, regions_unexplored:grassy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1890, private, regions_unexplored:dry_bushland, MONSTER, minecraft:spider, 80, 4, 4
1891, private, regions_unexplored:dry_bushland, MONSTER, minecraft:zombie, 19, 4, 4
1892, private, regions_unexplored:dry_bushland, MONSTER, minecraft:zombie_villager, 5, 1, 1
1893, private, regions_unexplored:dry_bushland, MONSTER, minecraft:skeleton, 80, 4, 4
1894, private, regions_unexplored:dry_bushland, MONSTER, minecraft:creeper, 80, 4, 4
1895, private, regions_unexplored:dry_bushland, MONSTER, minecraft:slime, 80, 4, 4
1896, private, regions_unexplored:dry_bushland, MONSTER, minecraft:enderman, 10, 1, 4
1897, private, regions_unexplored:dry_bushland, MONSTER, minecraft:witch, 5, 1, 1
1898, private, regions_unexplored:dry_bushland, MONSTER, minecraft:husk, 80, 4, 4
1899, private, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_creeper, 80, 1, 1
1900, private, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1901, private, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_skeleton, 80, 1, 1
1902, private, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_zombie, 19, 1, 1
1903, private, regions_unexplored:dry_bushland, MONSTER, mythicmounts:dragon, 80, 1, 1
1904, private, regions_unexplored:dry_bushland, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1905, private, regions_unexplored:dry_bushland, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1906, private, regions_unexplored:dry_bushland, MONSTER, graveyard:nightmare, 10, 1, 1
1907, private, regions_unexplored:dry_bushland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1908, private, regions_unexplored:dry_bushland, CREATURE, minecraft:rabbit, 5, 2, 3
1909, private, regions_unexplored:dry_bushland, CREATURE, minecraft:sheep, 12, 4, 4
1910, private, regions_unexplored:dry_bushland, CREATURE, minecraft:pig, 10, 4, 4
1911, private, regions_unexplored:dry_bushland, CREATURE, minecraft:chicken, 10, 4, 4
1912, private, regions_unexplored:dry_bushland, CREATURE, minecraft:cow, 8, 4, 4
1913, private, regions_unexplored:dry_bushland, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1914, private, regions_unexplored:dry_bushland, CREATURE, betteranimalsplus:badger, 7, 1, 2
1915, private, regions_unexplored:dry_bushland, CREATURE, betteranimalsplus:boar, 9, 1, 4
1916, private, regions_unexplored:dry_bushland, AMBIENT, minecraft:bat, 10, 8, 8
1917, private, regions_unexplored:dry_bushland, AMBIENT, mythicmounts:firebird, 5, 1, 1
1918, private, regions_unexplored:dry_bushland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1919, forest, regions_unexplored:orchard, MONSTER, minecraft:spider, 80, 4, 4
1920, forest, regions_unexplored:orchard, MONSTER, minecraft:zombie, 80, 4, 4
1921, forest, regions_unexplored:orchard, MONSTER, minecraft:zombie_villager, 5, 1, 1
1922, forest, regions_unexplored:orchard, MONSTER, minecraft:skeleton, 80, 4, 4
1923, forest, regions_unexplored:orchard, MONSTER, minecraft:creeper, 80, 4, 4
1924, forest, regions_unexplored:orchard, MONSTER, minecraft:slime, 80, 4, 4
1925, forest, regions_unexplored:orchard, MONSTER, minecraft:enderman, 10, 1, 4
1926, forest, regions_unexplored:orchard, MONSTER, minecraft:witch, 5, 1, 1
1927, forest, regions_unexplored:orchard, MONSTER, mutantmonsters:mutant_creeper, 80, 1, 1
1928, forest, regions_unexplored:orchard, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1929, forest, regions_unexplored:orchard, MONSTER, mutantmonsters:mutant_skeleton, 80, 1, 1
1930, forest, regions_unexplored:orchard, MONSTER, mutantmonsters:mutant_zombie, 80, 1, 1
1931, forest, regions_unexplored:orchard, MONSTER, direbats:direbat, 36, 1, 3
1932, forest, regions_unexplored:orchard, MONSTER, mythicmounts:dragon, 80, 1, 1
1933, forest, regions_unexplored:orchard, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1934, forest, regions_unexplored:orchard, MONSTER, graveyard:ghoul, 25, 2, 5
1935, forest, regions_unexplored:orchard, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1936, forest, regions_unexplored:orchard, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1937, forest, regions_unexplored:orchard, MONSTER, whisperwoods:hidebehind, 8, 1, 1
1938, forest, regions_unexplored:orchard, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1939, forest, regions_unexplored:orchard, CREATURE, minecraft:rabbit, 8, 4, 4
1940, forest, regions_unexplored:orchard, CREATURE, minecraft:sheep, 12, 4, 4
1941, forest, regions_unexplored:orchard, CREATURE, minecraft:pig, 10, 4, 4
1942, forest, regions_unexplored:orchard, CREATURE, minecraft:chicken, 10, 4, 4
1943, forest, regions_unexplored:orchard, CREATURE, minecraft:cow, 8, 4, 4
1944, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1945, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:squirrel, 8, 1, 3
1946, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1947, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:badger, 7, 1, 2
1948, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:turkey, 11, 1, 3
1949, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:brownbear, 7, 1, 1
1950, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:blackbear, 6, 1, 1
1951, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:deer, 16, 1, 4
1952, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:feralwolf, 7, 1, 6
1953, forest, regions_unexplored:orchard, CREATURE, betteranimalsplus:boar, 9, 1, 4
1954, forest, regions_unexplored:orchard, CREATURE, whisperwoods:wisp, 13, 1, 3
1955, forest, regions_unexplored:orchard, CREATURE, whisperwoods:hirschgeist, 5, 1, 1
1956, forest, regions_unexplored:orchard, AMBIENT, minecraft:bat, 10, 8, 8
1957, forest, regions_unexplored:orchard, AMBIENT, mythicmounts:firebird, 5, 1, 1
1958, forest, regions_unexplored:orchard, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
1959, forest, regions_unexplored:orchard, AMBIENT, whisperwoods:moth, 10, 1, 3
1960, forest, regions_unexplored:orchard, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1961, private, regions_unexplored:spires, MONSTER, minecraft:spider, 80, 4, 4
1962, private, regions_unexplored:spires, MONSTER, minecraft:zombie, 80, 4, 4
1963, private, regions_unexplored:spires, MONSTER, minecraft:zombie_villager, 5, 1, 1
1964, private, regions_unexplored:spires, MONSTER, minecraft:skeleton, 80, 4, 4
1965, private, regions_unexplored:spires, MONSTER, minecraft:creeper, 80, 4, 4
1966, private, regions_unexplored:spires, MONSTER, minecraft:slime, 80, 4, 4
1967, private, regions_unexplored:spires, MONSTER, minecraft:enderman, 10, 1, 4
1968, private, regions_unexplored:spires, MONSTER, minecraft:witch, 5, 1, 1
1969, private, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_creeper, 80, 1, 1
1970, private, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1971, private, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_skeleton, 80, 1, 1
1972, private, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_zombie, 80, 1, 1
1973, private, regions_unexplored:spires, MONSTER, mythicmounts:dragon, 80, 1, 1
1974, private, regions_unexplored:spires, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1975, private, regions_unexplored:spires, MONSTER, graveyard:ghoul, 25, 2, 5
1976, private, regions_unexplored:spires, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1977, private, regions_unexplored:spires, MONSTER, graveyard:revenant, 25, 5, 8
1978, private, regions_unexplored:spires, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1979, private, regions_unexplored:spires, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1980, private, regions_unexplored:spires, CREATURE, minecraft:polar_bear, 8, 4, 4
1981, private, regions_unexplored:spires, CREATURE, minecraft:wolf, 8, 4, 4
1982, private, regions_unexplored:spires, AMBIENT, minecraft:bat, 10, 8, 8
1983, private, regions_unexplored:spires, AMBIENT, mythicmounts:firebird, 5, 1, 1
1984, private, regions_unexplored:spires, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1985, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:spider, 80, 4, 4
1986, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:zombie, 80, 4, 4
1987, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:zombie_villager, 5, 1, 1
1988, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:skeleton, 80, 4, 4
1989, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:creeper, 80, 4, 4
1990, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:slime, 80, 4, 4
1991, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:enderman, 10, 1, 4
1992, icy, regions_unexplored:frozen_tundra, MONSTER, minecraft:witch, 5, 1, 1
1993, icy, regions_unexplored:frozen_tundra, MONSTER, mutantmonsters:mutant_creeper, 80, 1, 1
1994, icy, regions_unexplored:frozen_tundra, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1995, icy, regions_unexplored:frozen_tundra, MONSTER, mutantmonsters:mutant_skeleton, 80, 1, 1
1996, icy, regions_unexplored:frozen_tundra, MONSTER, mutantmonsters:mutant_zombie, 80, 1, 1
1997, icy, regions_unexplored:frozen_tundra, MONSTER, mythicmounts:dragon, 80, 1, 1
1998, icy, regions_unexplored:frozen_tundra, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1999, icy, regions_unexplored:frozen_tundra, MONSTER, uselessreptile:moleclaw, 80, 1, 1
2000, icy, regions_unexplored:frozen_tundra, MONSTER, graveyard:nightmare, 10, 1, 1
2001, icy, regions_unexplored:frozen_tundra, MONSTER, graveyard:revenant, 25, 5, 8
2002, icy, regions_unexplored:frozen_tundra, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2003, icy, regions_unexplored:frozen_tundra, CREATURE, minecraft:polar_bear, 8, 4, 4
2004, icy, regions_unexplored:frozen_tundra, CREATURE, minecraft:wolf, 8, 4, 4
2005, icy, regions_unexplored:frozen_tundra, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
2006, icy, regions_unexplored:frozen_tundra, CREATURE, betteranimalsplus:songbird, 11, 1, 4
2007, icy, regions_unexplored:frozen_tundra, CREATURE, betteranimalsplus:badger, 7, 1, 2
2008, icy, regions_unexplored:frozen_tundra, CREATURE, betteranimalsplus:coyote, 5, 1, 6
2009, icy, regions_unexplored:frozen_tundra, CREATURE, betteranimalsplus:boar, 9, 1, 4
2010, icy, regions_unexplored:frozen_tundra, AMBIENT, minecraft:bat, 10, 8, 8
2011, icy, regions_unexplored:frozen_tundra, AMBIENT, mythicmounts:firebird, 5, 1, 1
2012, icy, regions_unexplored:frozen_tundra, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2013, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:spider, 80, 4, 4
2014, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:zombie, 80, 4, 4
2015, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
2016, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2017, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:creeper, 80, 4, 4
2018, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:slime, 80, 4, 4
2019, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:enderman, 10, 1, 4
2020, jungle, regions_unexplored:bamboo_forest, MONSTER, minecraft:witch, 5, 1, 1
2021, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_creeper, 80, 1, 1
2022, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2023, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_skeleton, 80, 1, 1
2024, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_zombie, 80, 1, 1
2025, jungle, regions_unexplored:bamboo_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
2026, jungle, regions_unexplored:bamboo_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
2027, jungle, regions_unexplored:bamboo_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
2028, jungle, regions_unexplored:bamboo_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
2029, jungle, regions_unexplored:bamboo_forest, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
2030, jungle, regions_unexplored:bamboo_forest, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
2031, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:sheep, 12, 4, 4
2032, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:pig, 10, 4, 4
2033, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:chicken, 10, 4, 4
2034, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:cow, 8, 4, 4
2035, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:chicken, 10, 4, 4
2036, jungle, regions_unexplored:bamboo_forest, CREATURE, minecraft:panda, 80, 1, 2
2037, jungle, regions_unexplored:bamboo_forest, CREATURE, betteranimalsplus:boar, 9, 1, 4
